game,ply,move_number,side,fen_before,played_move,played_uci,best_uci,best_san,best_score_cp,after_score_cp,loss_cp,phase,is_capture,mate_event
1,1,1,White,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4,e2e4,e2e4,e4,30,33,0,opening,False,False
1,2,1,Black,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e5,e7e5,c7c5,c5,-35,-33,0,opening,False,False
1,3,2,White,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Nf3,g1f3,g1f3,Nf3,33,33,0,opening,False,False
1,4,2,Black,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,d6,d7d6,g8f6,Nf6,-33,-48,15,opening,False,False
1,5,3,White,rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,Bc4,f1c4,d2d4,d4,48,46,2,opening,False,False
1,6,3,Black,rnbqkbnr/ppp2ppp/3p4/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,Be7,f8e7,f8e7,Be7,-46,-43,0,opening,False,False
1,7,4,White,rnbqk1nr/ppp1bppp/3p4/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,d4,d2d4,d2d4,d4,43,41,2,opening,False,False
1,8,4,Black,rnbqk1nr/ppp1bppp/3p4/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R b KQkq - 0 4,exd4,e5d4,e5d4,exd4,-41,-40,0,opening,True,False
1,9,5,White,rnbqk1nr/ppp1bppp/3p4/8/2BpP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 5,Nxd4,f3d4,f3d4,Nxd4,40,37,3,opening,True,False
1,10,5,Black,rnbqk1nr/ppp1bppp/3p4/8/2BNP3/8/PPP2PPP/RNBQK2R b KQkq - 0 5,Nf6,g8f6,g8f6,Nf6,-38,-39,1,opening,False,False
1,11,6,White,rnbqk2r/ppp1bppp/3p1n2/8/2BNP3/8/PPP2PPP/RNBQK2R w KQkq - 1 6,f3,f2f3,b1c3,Nc3,37,-48,85,opening,False,False
1,12,6,Black,rnbqk2r/ppp1bppp/3p1n2/8/2BNP3/5P2/PPP3PP/RNBQK2R b KQkq - 0 6,O-O,e8g8,d6d5,d5,30,24,6,opening,False,False
1,13,7,White,rnbq1rk1/ppp1bppp/3p1n2/8/2BNP3/5P2/PPP3PP/RNBQK2R w KQ - 1 7,O-O,e1g1,b1c3,Nc3,-14,-39,25,opening,False,False
1,14,7,Black,rnbq1rk1/ppp1bppp/3p1n2/8/2BNP3/5P2/PPP3PP/RNBQ1RK1 b - - 2 7,c5,c7c5,d6d5,d5,35,-5,40,opening,False,False
1,15,8,White,rnbq1rk1/pp2bppp/3p1n2/2p5/2BNP3/5P2/PPP3PP/RNBQ1RK1 w - - 0 8,Nf5,d4f5,d4e2,Ne2,5,-143,148,opening,False,False
1,16,8,Black,rnbq1rk1/pp2bppp/3p1n2/2p2N2/2B1P3/5P2/PPP3PP/RNBQ1RK1 b - - 1 8,a6,a7a6,c8f5,Bxf5,143,-153,296,opening,False,False
1,17,9,White,rnbq1rk1/1p2bppp/p2p1n2/2p2N2/2B1P3/5P2/PPP3PP/RNBQ1RK1 w - - 0 9,Nxe7+,f5e7,f5e7,Nxe7+,169,76,93,opening,True,False
1,18,9,Black,rnbq1rk1/1p2Nppp/p2p1n2/2p5/2B1P3/5P2/PPP3PP/RNBQ1RK1 b - - 0 9,Qxe7,d8e7,d8e7,Qxe7,-75,-86,11,opening,True,False
1,19,10,White,rnb2rk1/1p2qppp/p2p1n2/2p5/2B1P3/5P2/PPP3PP/RNBQ1RK1 w - - 0 10,Bg5,c1g5,c1g5,Bg5,84,78,6,opening,False,False
1,20,10,Black,rnb2rk1/1p2qppp/p2p1n2/2p3B1/2B1P3/5P2/PPP3PP/RN1Q1RK1 b - - 1 10,h6,h7h6,c8e6,Be6,-78,-118,40,opening,False,False
1,21,11,White,rnb2rk1/1p2qpp1/p2p1n1p/2p3B1/2B1P3/5P2/PPP3PP/RN1Q1RK1 w - - 0 11,Bh4,g5h4,g5h4,Bh4,77,52,25,opening,False,False
1,22,11,Black,rnb2rk1/1p2qpp1/p2p1n1p/2p5/2B1P2B/5P2/PPP3PP/RN1Q1RK1 b - - 1 11,g5,g7g5,c8e6,Be6,-52,-239,187,opening,False,False
1,23,12,White,rnb2rk1/1p2qp2/p2p1n1p/2p3p1/2B1P2B/5P2/PPP3PP/RN1Q1RK1 w - - 0 12,Bg3,h4g3,h4g3,Bg3,239,239,0,opening,False,False
1,24,12,Black,rnb2rk1/1p2qp2/p2p1n1p/2p3p1/2B1P3/5PB1/PPP3PP/RN1Q1RK1 b - - 1 12,Ne8,f6e8,f8d8,Rd8,-239,-248,9,middlegame,False,False
1,25,13,White,rnb1nrk1/1p2qp2/p2p3p/2p3p1/2B1P3/5PB1/PPP3PP/RN1Q1RK1 w - - 2 13,Nc3,b1c3,b1c3,Nc3,248,248,0,middlegame,False,False
1,26,13,Black,rnb1nrk1/1p2qp2/p2p3p/2p3p1/2B1P3/2N2PB1/PPP3PP/R2Q1RK1 b - - 3 13,Nc6,b8c6,c8e6,Be6,-248,-564,316,middlegame,False,False
1,27,14,White,r1b1nrk1/1p2qp2/p1np3p/2p3p1/2B1P3/2N2PB1/PPP3PP/R2Q1RK1 w - - 4 14,Nd5,c3d5,c3d5,Nd5,564,494,70,middlegame,False,False
1,28,14,Black,r1b1nrk1/1p2qp2/p1np3p/2pN2p1/2B1P3/5PB1/PPP3PP/R2Q1RK1 b - - 5 14,Qd8,e7d8,e7d8,Qd8,-494,-453,0,middlegame,False,False
1,29,15,White,r1bqnrk1/1p3p2/p1np3p/2pN2p1/2B1P3/5PB1/PPP3PP/R2Q1RK1 w - - 6 15,f4,f3f4,f3f4,f4,453,366,87,middlegame,False,False
1,30,15,Black,r1bqnrk1/1p3p2/p1np3p/2pN2p1/2B1PP2/6B1/PPP3PP/R2Q1RK1 b - - 0 15,b5,b7b5,b7b5,b5,-372,-339,0,middlegame,False,False
1,31,16,White,r1bqnrk1/5p2/p1np3p/1ppN2p1/2B1PP2/6B1/PPP3PP/R2Q1RK1 w - - 0 16,Be2,c4e2,c4d3,Bd3,339,376,0,middlegame,False,False
1,32,16,Black,r1bqnrk1/5p2/p1np3p/1ppN2p1/4PP2/6B1/PPP1B1PP/R2Q1RK1 b - - 1 16,Nd4,c6d4,a8a7,Ra7,-363,-422,59,middlegame,False,False
1,33,17,White,r1bqnrk1/5p2/p2p3p/1ppN2p1/3nPP2/6B1/PPP1B1PP/R2Q1RK1 w - - 2 17,Bg4,e2g4,e2d3,Bd3,376,198,178,middlegame,False,False
1,34,17,Black,r1bqnrk1/5p2/p2p3p/1ppN2p1/3nPPB1/6B1/PPP3PP/R2Q1RK1 b - - 3 17,Kg7,g8g7,e8f6,Nf6,-235,-623,388,middlegame,False,False
1,35,18,White,r1bqnr2/5pk1/p2p3p/1ppN2p1/3nPPB1/6B1/PPP3PP/R2Q1RK1 w - - 4 18,c3,c2c3,g4c8,Bxc8,623,452,171,middlegame,False,False
1,36,18,Black,r1bqnr2/5pk1/p2p3p/1ppN2p1/3nPPB1/2P3B1/PP4PP/R2Q1RK1 b - - 0 18,Ne6,d4e6,c8g4,Bxg4,-452,-564,112,middlegame,False,False
1,37,19,White,r1bqnr2/5pk1/p2pn2p/1ppN2p1/4PPB1/2P3B1/PP4PP/R2Q1RK1 w - - 1 19,Bxe6,g4e6,f4g5,fxg5,580,164,416,middlegame,True,False
1,38,19,Black,r1bqnr2/5pk1/p2pB2p/1ppN2p1/4PP2/2P3B1/PP4PP/R2Q1RK1 b - - 0 19,Bxe6,c8e6,f7e6,fxe6,-164,-313,149,middlegame,True,False
1,39,20,White,r2qnr2/5pk1/p2pb2p/1ppN2p1/4PP2/2P3B1/PP4PP/R2Q1RK1 w - - 0 20,Qh5,d1h5,d5e3,Ne3,309,33,276,middlegame,False,False
1,40,20,Black,r2qnr2/5pk1/p2pb2p/1ppN2pQ/4PP2/2P3B1/PP4PP/R4RK1 b - - 1 20,Bxd5,e6d5,e6d5,Bxd5,-58,-24,0,middlegame,True,False
1,41,21,White,r2qnr2/5pk1/p2p3p/1ppb2pQ/4PP2/2P3B1/PP4PP/R4RK1 w - - 0 21,exd5,e4d5,e4d5,exd5,31,88,0,middlegame,True,False
1,42,21,Black,r2qnr2/5pk1/p2p3p/1ppP2pQ/5P2/2P3B1/PP4PP/R4RK1 b - - 0 21,f6,f7f6,e8f6,Nf6,-88,-322,234,middlegame,False,False
1,43,22,White,r2qnr2/6k1/p2p1p1p/1ppP2pQ/5P2/2P3B1/PP4PP/R4RK1 w - - 0 22,f5,f4f5,f4g5,fxg5,322,326,0,middlegame,False,False
1,44,22,Black,r2qnr2/6k1/p2p1p1p/1ppP1PpQ/8/2P3B1/PP4PP/R4RK1 b - - 0 22,Rh8,f8h8,g7g8,Kg8,-359,-563,204,middlegame,False,False
1,45,23,White,r2qn2r/6k1/p2p1p1p/1ppP1PpQ/8/2P3B1/PP4PP/R4RK1 w - - 1 23,Qg6+,h5g6,h5g6,Qg6+,589,493,96,middlegame,False,False
1,46,23,Black,r2qn2r/6k1/p2p1pQp/1ppP1Pp1/8/2P3B1/PP4PP/R4RK1 b - - 2 23,Kf8,g7f8,g7f8,Kf8,-493,-520,27,middlegame,False,False
1,47,24,White,r2qnk1r/8/p2p1pQp/1ppP1Pp1/8/2P3B1/PP4PP/R4RK1 w - - 3 24,Rfe1,f1e1,a1e1,Rae1,520,619,0,middlegame,False,False
1,48,24,Black,r2qnk1r/8/p2p1pQp/1ppP1Pp1/8/2P3B1/PP4PP/R3R1K1 b - - 4 24,Qd7,d8d7,e8g7,Ng7,-619,-705,86,middlegame,False,False
1,49,25,White,r3nk1r/3q4/p2p1pQp/1ppP1Pp1/8/2P3B1/PP4PP/R3R1K1 w - - 5 25,Rxe8+,e1e8,e1e8,Rxe8+,950,858,92,middlegame,True,False
1,50,25,Black,r3Rk1r/3q4/p2p1pQp/1ppP1Pp1/8/2P3B1/PP4PP/R5K1 b - - 0 25,Rxe8,a8e8,a8e8,Rxe8,-775,-948,173,middlegame,True,False
1,51,26,White,4rk1r/3q4/p2p1pQp/1ppP1Pp1/8/2P3B1/PP4PP/R5K1 w - - 0 26,Qxf6+,g6f6,g6f6,Qxf6+,947,846,101,endgame,True,False
1,52,26,Black,4rk1r/3q4/p2p1Q1p/1ppP1Pp1/8/2P3B1/PP4PP/R5K1 b - - 0 26,Kg8,f8g8,f8g8,Kg8,-846,-792,0,endgame,False,False
1,53,27,White,4r1kr/3q4/p2p1Q1p/1ppP1Pp1/8/2P3B1/PP4PP/R5K1 w - - 1 27,Qg6+,f6g6,f6g6,Qg6+,792,777,15,endgame,False,False
1,54,27,Black,4r1kr/3q4/p2p2Qp/1ppP1Pp1/8/2P3B1/PP4PP/R5K1 b - - 2 27,Kf8,g8f8,d7g7,Qg7,-784,-978,194,endgame,False,False
1,55,28,White,4rk1r/3q4/p2p2Qp/1ppP1Pp1/8/2P3B1/PP4PP/R5K1 w - - 3 28,Bxd6+,g3d6,g3d6,Bxd6+,912,1106,0,endgame,True,False
1,56,28,Black,4rk1r/3q4/p2B2Qp/1ppP1Pp1/8/2P5/PP4PP/R5K1 b - - 0 28,Re7,e8e7,e8e7,Re7,-1106,-911,0,endgame,False,False
1,57,29,White,5k1r/3qr3/p2B2Qp/1ppP1Pp1/8/2P5/PP4PP/R5K1 w - - 1 29,Re1,a1e1,a1e1,Re1,911,813,98,endgame,False,False
1,58,29,Black,5k1r/3qr3/p2B2Qp/1ppP1Pp1/8/2P5/PP4PP/4R1K1 b - - 2 29,Rh7,h8h7,d7e8,Qe8,-791,-922,131,endgame,False,False
1,59,30,White,5k2/3qr2r/p2B2Qp/1ppP1Pp1/8/2P5/PP4PP/4R1K1 w - - 3 30,Bxe7+,d6e7,e1e6,Re6,803,782,21,endgame,True,False
1,60,30,Black,5k2/3qB2r/p5Qp/1ppP1Pp1/8/2P5/PP4PP/4R1K1 b - - 0 30,Rxe7,h7e7,h7e7,Rxe7,-782,-803,21,endgame,True,False
1,61,31,White,5k2/3qr3/p5Qp/1ppP1Pp1/8/2P5/PP4PP/4R1K1 w - - 0 31,Qxh6+,g6h6,g6h6,Qxh6+,803,810,0,endgame,True,False
1,62,31,Black,5k2/3qr3/p6Q/1ppP1Pp1/8/2P5/PP4PP/4R1K1 b - - 0 31,Kg8,f8g8,f8g8,Kg8,-773,-770,0,endgame,False,False
1,63,32,White,6k1/3qr3/p6Q/1ppP1Pp1/8/2P5/PP4PP/4R1K1 w - - 1 32,Qxg5+,h6g5,h6g6,Qg6+,794,790,4,endgame,True,False
1,64,32,Black,6k1/3qr3/p7/1ppP1PQ1/8/2P5/PP4PP/4R1K1 b - - 0 32,Rg7,e7g7,e7g7,Rg7,-790,-828,38,endgame,False,False
1,65,33,White,6k1/3q2r1/p7/1ppP1PQ1/8/2P5/PP4PP/4R1K1 w - - 1 33,Qf6,g5f6,g5h5,Qh5,823,709,114,endgame,False,False
1,66,33,Black,6k1/3q2r1/p4Q2/1ppP1P2/8/2P5/PP4PP/4R1K1 b - - 2 33,Qxd5,d7d5,g7g2,Rxg2+,-709,-100000,99291,endgame,True,False
1,67,34,White,6k1/6r1/p4Q2/1ppq1P2/8/2P5/PP4PP/4R1K1 w - - 0 34,Qe6+,f6e6,e1e8,Re8+,100000,722,99278,endgame,False,False
1,68,34,Black,6k1/6r1/p3Q3/1ppq1P2/8/2P5/PP4PP/4R1K1 b - - 1 34,Qxe6,d5e6,d5e6,Qxe6,-700,-615,0,endgame,True,False
1,69,35,White,6k1/6r1/p3q3/1pp2P2/8/2P5/PP4PP/4R1K1 w - - 0 35,Rxe6,e1e6,f5e6,fxe6,608,550,58,endgame,True,False
1,70,35,Black,6k1/6r1/p3R3/1pp2P2/8/2P5/PP4PP/6K1 b - - 0 35,Ra7,g7a7,g7d7,Rd7,-538,-639,101,endgame,False,False
1,71,36,White,6k1/r7/p3R3/1pp2P2/8/2P5/PP4PP/6K1 w - - 1 36,Rb6,e6b6,e6d6,Rd6,574,531,43,endgame,False,False
1,72,36,Black,6k1/r7/pR6/1pp2P2/8/2P5/PP4PP/6K1 b - - 2 36,Kf7,g8f7,a7d7,Rd7,-535,-605,70,endgame,False,False
1,73,37,White,8/r4k2/pR6/1pp2P2/8/2P5/PP4PP/6K1 w - - 3 37,h4,h2h4,g2g4,g4,601,599,2,endgame,False,False
1,74,37,Black,8/r4k2/pR6/1pp2P2/7P/2P5/PP4P1/6K1 b - - 0 37,c4,c5c4,a7d7,Rd7,-611,-609,0,endgame,False,False
1,75,38,White,8/r4k2/pR6/1p3P2/2p4P/2P5/PP4P1/6K1 w - - 0 38,g4,g2g4,b6d6,Rd6,589,576,13,endgame,False,False
1,76,38,Black,8/r4k2/pR6/1p3P2/2p3PP/2P5/PP6/6K1 b - - 0 38,Kg7,f7g7,a7d7,Rd7,-598,-665,67,endgame,False,False
1,77,39,White,8/r5k1/pR6/1p3P2/2p3PP/2P5/PP6/6K1 w - - 1 39,Kf2,g1f2,g1g2,Kg2,633,638,0,endgame,False,False
1,78,39,Black,8/r5k1/pR6/1p3P2/2p3PP/2P5/PP3K2/8 b - - 2 39,Kf7,g7f7,g7f8,Kf8,-650,-684,34,endgame,False,False
1,79,40,White,8/r4k2/pR6/1p3P2/2p3PP/2P5/PP3K2/8 w - - 3 40,Kf3,f2f3,f5f6,f6,658,675,0,endgame,False,False
1,80,40,Black,8/r4k2/pR6/1p3P2/2p3PP/2P2K2/PP6/8 b - - 4 40,Kg7,f7g7,a7d7,Rd7,-675,-683,8,endgame,False,False
1,81,41,White,8/r5k1/pR6/1p3P2/2p3PP/2P2K2/PP6/8 w - - 5 41,Kf4,f3f4,a2a4,a4,694,736,0,endgame,False,False
1,82,41,Black,8/r5k1/pR6/1p3P2/2p2KPP/2P5/PP6/8 b - - 6 41,Kf7,g7f7,g7h8,Kh8,-748,-751,3,endgame,False,False
1,83,42,White,8/r4k2/pR6/1p3P2/2p2KPP/2P5/PP6/8 w - - 7 42,Kg5,f4g5,h4h5,h5,726,687,39,endgame,False,False
1,84,42,Black,8/r4k2/pR6/1p3PK1/2p3PP/2P5/PP6/8 b - - 8 42,Kg7,f7g7,a7a8,Ra8,-703,-709,6,endgame,False,False
1,85,43,White,8/r5k1/pR6/1p3PK1/2p3PP/2P5/PP6/8 w - - 9 43,h5,h4h5,g5f4,Kf4,724,718,6,endgame,False,False
1,86,43,Black,8/r5k1/pR6/1p3PKP/2p3P1/2P5/PP6/8 b - - 0 43,Kh7,g7h7,g7g8,Kg8,-718,-726,8,endgame,False,False
1,87,44,White,8/r6k/pR6/1p3PKP/2p3P1/2P5/PP6/8 w - - 1 44,Kf4,g5f4,g5f4,Kf4,718,692,26,endgame,False,False
1,88,44,Black,8/r6k/pR6/1p3P1P/2p2KP1/2P5/PP6/8 b - - 2 44,Kg7,h7g7,b5b4,b4,-738,-793,55,endgame,False,False
1,89,45,White,8/r5k1/pR6/1p3P1P/2p2KP1/2P5/PP6/8 w - - 3 45,g5,g4g5,g4g5,g5,786,741,45,endgame,False,False
1,90,45,Black,8/r5k1/pR6/1p3PPP/2p2K2/2P5/PP6/8 b - - 0 45,Kh7,g7h7,g7g8,Kg8,-775,-805,30,endgame,False,False
1,91,46,White,8/r6k/pR6/1p3PPP/2p2K2/2P5/PP6/8 w - - 1 46,f6,f5f6,a2a4,a4,788,733,55,endgame,False,False
1,92,46,Black,8/r6k/pR3P2/1p4PP/2p2K2/2P5/PP6/8 b - - 0 46,Kg8,h7g8,a7d7,Rd7,-731,-738,7,endgame,False,False
1,93,47,White,6k1/r7/pR3P2/1p4PP/2p2K2/2P5/PP6/8 w - - 1 47,Kf5,f4f5,b6b8,Rb8+,738,722,16,endgame,False,False
1,94,47,Black,6k1/r7/pR3P2/1p3KPP/2p5/2P5/PP6/8 b - - 2 47,Kf7,g8f7,a7a8,Ra8,-729,-100000,99271,endgame,False,False
1,95,48,White,8/r4k2/pR3P2/1p3KPP/2p5/2P5/PP6/8 w - - 3 48,g6+,g5g6,b6b8,Rb8,100000,1006,98994,endgame,False,False
1,96,48,Black,8/r4k2/pR3PP1/1p3K1P/2p5/2P5/PP6/8 b - - 0 48,Kg8,f7g8,f7e8,Ke8,-1006,-100000,98994,endgame,False,False
1,97,49,White,6k1/r7/pR3PP1/1p3K1P/2p5/2P5/PP6/8 w - - 1 49,h6,h5h6,b6b8,Rb8#,100000,966,99034,endgame,False,False
1,98,49,Black,6k1/r7/pR3PPP/1p3K2/2p5/2P5/PP6/8 b - - 0 49,Kh8,g8h8,a7a8,Ra8,-966,-100000,99034,endgame,False,False
1,99,50,White,7k/r7/pR3PPP/1p3K2/2p5/2P5/PP6/8 w - - 1 50,Rb8#,b6b8,b6b8,Rb8#,100000,-100000,200000,endgame,False,False
2,1,1,White,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4,e2e4,e2e4,e4,33,33,0,opening,False,False
2,2,1,Black,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e5,e7e5,e7e5,e5,-33,-33,0,opening,False,False
2,3,2,White,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Nf3,g1f3,g1f3,Nf3,33,33,0,opening,False,False
2,4,2,Black,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,d6,d7d6,g8f6,Nf6,-33,-41,8,opening,False,False
2,5,3,White,rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,c3,c2c3,d2d4,d4,41,14,27,opening,False,False
2,6,3,Black,rnbqkbnr/ppp2ppp/3p4/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,Be7,f8e7,g8f6,Nf6,-14,-44,30,opening,False,False
2,7,4,White,rnbqk1nr/ppp1bppp/3p4/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 1 4,d4,d2d4,d2d4,d4,44,44,0,opening,False,False
2,8,4,Black,rnbqk1nr/ppp1bppp/3p4/4p3/3PP3/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 4,exd4,e5d4,g8f6,Nf6,-44,-93,49,opening,True,False
2,9,5,White,rnbqk1nr/ppp1bppp/3p4/8/3pP3/2P2N2/PP3PPP/RNBQKB1R w KQkq - 0 5,cxd4,c3d4,c3d4,cxd4,93,96,0,opening,True,False
2,10,5,Black,rnbqk1nr/ppp1bppp/3p4/8/3PP3/5N2/PP3PPP/RNBQKB1R b KQkq - 0 5,Nf6,g8f6,g8f6,Nf6,-96,-101,5,opening,False,False
2,11,6,White,rnbqk2r/ppp1bppp/3p1n2/8/3PP3/5N2/PP3PPP/RNBQKB1R w KQkq - 1 6,Nc3,b1c3,b1c3,Nc3,101,101,0,opening,False,False
2,12,6,Black,rnbqk2r/ppp1bppp/3p1n2/8/3PP3/2N2N2/PP3PPP/R1BQKB1R b KQkq - 2 6,O-O,e8g8,e8g8,O-O,-101,-96,0,opening,False,False
2,13,7,White,rnbq1rk1/ppp1bppp/3p1n2/8/3PP3/2N2N2/PP3PPP/R1BQKB1R w KQ - 3 7,Bc4,f1c4,f1d3,Bd3,96,-68,164,opening,False,False
2,14,7,Black,rnbq1rk1/ppp1bppp/3p1n2/8/2BPP3/2N2N2/PP3PPP/R1BQK2R b KQ - 4 7,a6,a7a6,f6e4,Nxe4,50,-82,132,opening,False,False
2,15,8,White,rnbq1rk1/1pp1bppp/p2p1n2/8/2BPP3/2N2N2/PP3PPP/R1BQK2R w KQ - 0 8,O-O,e1g1,c4d3,Bd3,82,97,0,opening,False,False
2,16,8,Black,rnbq1rk1/1pp1bppp/p2p1n2/8/2BPP3/2N2N2/PP3PPP/R1BQ1RK1 b - - 1 8,b5,b7b5,b8c6,Nc6,-103,-129,26,opening,False,False
2,17,9,White,rnbq1rk1/2p1bppp/p2p1n2/1p6/2BPP3/2N2N2/PP3PPP/R1BQ1RK1 w - - 0 9,Bb3,c4b3,c4d3,Bd3,124,145,0,opening,False,False
2,18,9,Black,rnbq1rk1/2p1bppp/p2p1n2/1p6/3PP3/1BN2N2/PP3PPP/R1BQ1RK1 b - - 1 9,Bg4,c8g4,c8b7,Bb7,-137,-158,21,opening,False,False
2,19,10,White,rn1q1rk1/2p1bppp/p2p1n2/1p6/3PP1b1/1BN2N2/PP3PPP/R1BQ1RK1 w - - 2 10,Qd3,d1d3,h2h3,h3,155,25,130,opening,False,False
2,20,10,Black,rn1q1rk1/2p1bppp/p2p1n2/1p6/3PP1b1/1BNQ1N2/PP3PPP/R1B2RK1 b - - 3 10,b4,b5b4,c7c5,c5,-23,-133,110,opening,False,False
2,21,11,White,rn1q1rk1/2p1bppp/p2p1n2/8/1p1PP1b1/1BNQ1N2/PP3PPP/R1B2RK1 w - - 0 11,Nd5,c3d5,c3e2,Ne2,160,76,84,opening,False,False
2,22,11,Black,rn1q1rk1/2p1bppp/p2p1n2/3N4/1p1PP1b1/1B1Q1N2/PP3PPP/R1B2RK1 b - - 1 11,Nxd5,f6d5,f6d5,Nxd5,-76,-75,0,opening,True,False
2,23,12,White,rn1q1rk1/2p1bppp/p2p4/3n4/1p1PP1b1/1B1Q1N2/PP3PPP/R1B2RK1 w - - 0 12,Bxd5,b3d5,b3d5,Bxd5,75,72,3,opening,True,False
2,24,12,Black,rn1q1rk1/2p1bppp/p2p4/3B4/1p1PP1b1/3Q1N2/PP3PPP/R1B2RK1 b - - 0 12,c6,c7c6,c7c6,c6,-82,-85,3,middlegame,False,False
2,25,13,White,rn1q1rk1/4bppp/p1pp4/3B4/1p1PP1b1/3Q1N2/PP3PPP/R1B2RK1 w - - 0 13,Bb3,d5b3,d5b3,Bb3,85,79,6,middlegame,False,False
2,26,13,Black,rn1q1rk1/4bppp/p1pp4/8/1p1PP1b1/1B1Q1N2/PP3PPP/R1B2RK1 b - - 1 13,d5,d6d5,b8d7,Nd7,-80,-151,71,middlegame,False,False
2,27,14,White,rn1q1rk1/4bppp/p1p5/3p4/1p1PP1b1/1B1Q1N2/PP3PPP/R1B2RK1 w - - 0 14,Ne5,f3e5,f1e1,Re1,162,139,23,middlegame,False,False
2,28,14,Black,rn1q1rk1/4bppp/p1p5/3pN3/1p1PP1b1/1B1Q4/PP3PPP/R1B2RK1 b - - 1 14,Be6,g4e6,g4e6,Be6,-139,-139,0,middlegame,False,False
2,29,15,White,rn1q1rk1/4bppp/p1p1b3/3pN3/1p1PP3/1B1Q4/PP3PPP/R1B2RK1 w - - 2 15,Qg3,d3g3,f1e1,Re1,143,74,69,middlegame,False,False
2,30,15,Black,rn1q1rk1/4bppp/p1p1b3/3pN3/1p1PP3/1B4Q1/PP3PPP/R1B2RK1 b - - 3 15,Bd6,e7d6,e7h4,Bh4,-74,-202,128,middlegame,False,False
2,31,16,White,rn1q1rk1/5ppp/p1pbb3/3pN3/1p1PP3/1B4Q1/PP3PPP/R1B2RK1 w - - 4 16,Qd3,g3d3,c1h6,Bh6,202,14,188,middlegame,False,False
2,32,16,Black,rn1q1rk1/5ppp/p1pbb3/3pN3/1p1PP3/1B1Q4/PP3PPP/R1B2RK1 b - - 5 16,a5,a6a5,d5e4,dxe4,-6,-43,37,middlegame,False,False
2,33,17,White,rn1q1rk1/5ppp/2pbb3/p2pN3/1p1PP3/1B1Q4/PP3PPP/R1B2RK1 w - - 0 17,f4,f2f4,f1e1,Re1,43,-11,54,middlegame,False,False
2,34,17,Black,rn1q1rk1/5ppp/2pbb3/p2pN3/1p1PPP2/1B1Q4/PP4PP/R1B2RK1 b - - 0 17,a4,a5a4,d5e4,dxe4,11,-4,15,middlegame,False,False
2,35,18,White,rn1q1rk1/5ppp/2pbb3/3pN3/pp1PPP2/1B1Q4/PP4PP/R1B2RK1 w - - 0 18,Bc2,b3c2,e4d5,exd5,13,2,11,middlegame,False,False
2,36,18,Black,rn1q1rk1/5ppp/2pbb3/3pN3/pp1PPP2/3Q4/PPB3PP/R1B2RK1 b - - 1 18,dxe4,d5e4,d5e4,dxe4,-12,-1,0,middlegame,True,False
2,37,19,White,rn1q1rk1/5ppp/2pbb3/4N3/pp1PpP2/3Q4/PPB3PP/R1B2RK1 w - - 0 19,Qxe4,d3e4,d3e4,Qxe4,-3,1,0,middlegame,True,False
2,38,19,Black,rn1q1rk1/5ppp/2pbb3/4N3/pp1PQP2/8/PPB3PP/R1B2RK1 b - - 0 19,g6,g7g6,f7f5,f5,-1,-141,140,middlegame,False,False
2,39,20,White,rn1q1rk1/5p1p/2pbb1p1/4N3/pp1PQP2/8/PPB3PP/R1B2RK1 w - - 0 20,Kh1,g1h1,f4f5,f5,141,-38,179,middlegame,False,False
2,40,20,Black,rn1q1rk1/5p1p/2pbb1p1/4N3/pp1PQP2/8/PPB3PP/R1B2R1K b - - 1 20,Bd5,e6d5,e6d5,Bd5,38,45,0,middlegame,False,False
2,41,21,White,rn1q1rk1/5p1p/2pb2p1/3bN3/pp1PQP2/8/PPB3PP/R1B2R1K w - - 2 21,Qd3,e4d3,e4d3,Qd3,-45,-31,0,middlegame,False,False
