game,ply,move_number,side,fen_before,played_move,played_uci,best_uci,best_san,best_score_cp,after_score_cp,loss_cp,phase,is_capture,mate_event
377,30,15,Black,r3kb1r/4np1p/pqn1p1p1/1p1pPb2/1P1P1P2/P1N1BN2/2B3PP/R2Q1RK1 b kq - 0 15,Bxc2,f5c2,a8c8,Rc8,-13,-19,6,middlegame,True,False
377,31,16,White,r3kb1r/4np1p/pqn1p1p1/1p1pP3/1P1P1P2/P1N1BN2/2b3PP/R2Q1RK1 w kq - 0 16,Qxc2,d1c2,d1c2,Qxc2,23,23,0,middlegame,True,False
377,32,16,Black,r3kb1r/4np1p/pqn1p1p1/1p1pP3/1P1P1P2/P1N1BN2/2Q3PP/R4RK1 b kq - 0 16,Nf5,e7f5,e7f5,Nf5,-14,-20,6,middlegame,False,False
377,33,17,White,r3kb1r/5p1p/pqn1p1p1/1p1pPn2/1P1P1P2/P1N1BN2/2Q3PP/R4RK1 w kq - 1 17,Qd2,c2d2,e3f2,Bf2,20,-38,58,middlegame,False,False
377,34,17,Black,r3kb1r/5p1p/pqn1p1p1/1p1pPn2/1P1P1P2/P1N1BN2/3Q2PP/R4RK1 b kq - 2 17,Nxe3,f5e3,a6a5,a5,48,82,0,middlegame,True,False
377,35,18,White,r3kb1r/5p1p/pqn1p1p1/1p1pP3/1P1P1P2/P1N1nN2/3Q2PP/R4RK1 w kq - 0 18,Qxe3,d2e3,d2e3,Qxe3,-82,-13,0,middlegame,True,False
377,36,18,Black,r3kb1r/5p1p/pqn1p1p1/1p1pP3/1P1P1P2/P1N1QN2/6PP/R4RK1 b kq - 0 18,Bh6,f8h6,f8e7,Be7,13,7,6,middlegame,False,False
377,37,19,White,r3k2r/5p1p/pqn1p1pb/1p1pP3/1P1P1P2/P1N1QN2/6PP/R4RK1 w kq - 1 19,Ne2,c3e2,a1b1,Rab1,-7,-39,32,middlegame,False,False
377,38,19,Black,r3k2r/5p1p/pqn1p1pb/1p1pP3/1P1P1P2/P3QN2/4N1PP/R4RK1 b kq - 2 19,O-O,e8g8,a6a5,a5,39,42,0,middlegame,False,False
377,39,20,White,r4rk1/5p1p/pqn1p1pb/1p1pP3/1P1P1P2/P3QN2/4N1PP/R4RK1 w - - 3 20,Ng5,f3g5,a1b1,Rab1,-42,-121,79,middlegame,False,False
377,40,20,Black,r4rk1/5p1p/pqn1p1pb/1p1pP1N1/1P1P1P2/P3Q3/4N1PP/R4RK1 b - - 4 20,Ne7,c6e7,a6a5,a5,121,44,77,middlegame,False,False
377,41,21,White,r4rk1/4np1p/pq2p1pb/1p1pP1N1/1P1P1P2/P3Q3/4N1PP/R4RK1 w - - 5 21,g4,g2g4,g5f3,Nf3,-44,-58,14,middlegame,False,False
377,42,21,Black,r4rk1/4np1p/pq2p1pb/1p1pP1N1/1P1P1PP1/P3Q3/4N2P/R4RK1 b - - 0 21,Bxg5,h6g5,a6a5,a5,58,30,28,middlegame,True,False
377,43,22,White,r4rk1/4np1p/pq2p1p1/1p1pP1b1/1P1P1PP1/P3Q3/4N2P/R4RK1 w - - 0 22,fxg5,f4g5,f4g5,fxg5,-30,-29,0,middlegame,True,False
377,44,22,Black,r4rk1/4np1p/pq2p1p1/1p1pP1P1/1P1P2P1/P3Q3/4N2P/R4RK1 b - - 0 22,Rac8,a8c8,a6a5,a5,29,-16,45,middlegame,False,False
377,45,23,White,2r2rk1/4np1p/pq2p1p1/1p1pP1P1/1P1P2P1/P3Q3/4N2P/R4RK1 w - - 1 23,h4,h2h4,h2h4,h4,24,18,6,middlegame,False,False
377,46,23,Black,2r2rk1/4np1p/pq2p1p1/1p1pP1P1/1P1P2PP/P3Q3/4N3/R4RK1 b - - 0 23,Rc2,c8c2,a6a5,a5,-18,-31,13,middlegame,False,False
377,47,24,White,5rk1/4np1p/pq2p1p1/1p1pP1P1/1P1P2PP/P3Q3/2r1N3/R4RK1 w - - 1 24,Rad1,a1d1,a1c1,Rac1,39,15,24,middlegame,False,False
377,48,24,Black,5rk1/4np1p/pq2p1p1/1p1pP1P1/1P1P2PP/P3Q3/2r1N3/3R1RK1 b - - 2 24,Rfc8,f8c8,a6a5,a5,-15,-91,76,middlegame,False,False
377,49,25,White,2r3k1/4np1p/pq2p1p1/1p1pP1P1/1P1P2PP/P3Q3/2r1N3/3R1RK1 w - - 3 25,h5,h4h5,e3f3,Qf3,67,48,19,middlegame,False,False
377,50,25,Black,2r3k1/4np1p/pq2p1p1/1p1pP1PP/1P1P2P1/P3Q3/2r1N3/3R1RK1 b - - 0 25,Ra2,c2a2,g6h5,gxh5,-53,-288,235,middlegame,False,False
377,51,26,White,2r3k1/4np1p/pq2p1p1/1p1pP1PP/1P1P2P1/P3Q3/r3N3/3R1RK1 w - - 1 26,h6,h5h6,e3f3,Qf3,417,169,248,middlegame,False,False
377,52,26,Black,2r3k1/4np1p/pq2p1pP/1p1pP1P1/1P1P2P1/P3Q3/r3N3/3R1RK1 b - - 0 26,Rcc2,c8c2,b6d8,Qd8,-169,-218,49,middlegame,False,False
377,53,27,White,6k1/4np1p/pq2p1pP/1p1pP1P1/1P1P2P1/P3Q3/r1r1N3/3R1RK1 w - - 1 27,Rf2,f1f2,e3f3,Qf3,164,77,87,middlegame,False,False
377,54,27,Black,6k1/4np1p/pq2p1pP/1p1pP1P1/1P1P2P1/P3Q3/r1r1NR2/3R2K1 b - - 2 27,Qd8,b6d8,g8f8,Kf8,-77,-132,55,middlegame,False,False
377,55,28,White,3q2k1/4np1p/p3p1pP/1p1pP1P1/1P1P2P1/P3Q3/r1r1NR2/3R2K1 w - - 3 28,Rdf1,d1f1,e3f3,Qf3,132,92,40,middlegame,False,False
377,56,28,Black,3q2k1/4np1p/p3p1pP/1p1pP1P1/1P1P2P1/P3Q3/r1r1NR2/5RK1 b - - 4 28,Qe8,d8e8,d8a8,Qa8,-132,-108,0,middlegame,False,False
377,57,29,White,4q1k1/4np1p/p3p1pP/1p1pP1P1/1P1P2P1/P3Q3/r1r1NR2/5RK1 w - - 5 29,Ng3,e2g3,e3f3,Qf3,108,45,63,middlegame,False,False
377,58,29,Black,4q1k1/4np1p/p3p1pP/1p1pP1P1/1P1P2P1/P3Q1N1/r1r2R2/5RK1 b - - 6 29,Rxf2,c2f2,e7c6,Nc6,-72,-125,53,middlegame,True,False
377,59,30,White,4q1k1/4np1p/p3p1pP/1p1pP1P1/1P1P2P1/P3Q1N1/r4r2/5RK1 w - - 0 30,Rxf2,f1f2,f1f2,Rxf2,136,112,24,middlegame,True,False
377,60,30,Black,4q1k1/4np1p/p3p1pP/1p1pP1P1/1P1P2P1/P3Q1N1/r4R2/6K1 b - - 0 30,Ra1+,a2a1,a2f2,Rxf2,-108,-309,201,middlegame,False,False
377,61,31,White,4q1k1/4np1p/p3p1pP/1p1pP1P1/1P1P2P1/P3Q1N1/5R2/r5K1 w - - 1 31,Kg2,g1g2,g1h2,Kh2,293,189,104,middlegame,False,False
377,62,31,Black,4q1k1/4np1p/p3p1pP/1p1pP1P1/1P1P2P1/P3Q1N1/5RK1/r7 b - - 2 31,Nc6,e7c6,e7c8,Nc8,-189,-351,162,middlegame,False,False
377,63,32,White,4q1k1/5p1p/p1n1p1pP/1p1pP1P1/1P1P2P1/P3Q1N1/5RK1/r7 w - - 3 32,Qf4,e3f4,f2c2,Rc2,304,112,192,middlegame,False,False
377,64,32,Black,4q1k1/5p1p/p1n1p1pP/1p1pP1P1/1P1P1QP1/P5N1/5RK1/r7 b - - 4 32,Rxa3,a1a3,a1a3,Rxa3,-102,-316,214,endgame,True,False
377,65,33,White,4q1k1/5p1p/p1n1p1pP/1p1pP1P1/1P1P1QP1/r5N1/5RK1/8 w - - 0 33,Qf6,f4f6,f4f6,Qf6,252,355,0,endgame,False,False
377,66,33,Black,4q1k1/5p1p/p1n1pQpP/1p1pP1P1/1P1P2P1/r5N1/5RK1/8 b - - 1 33,Qf8,e8f8,g8f8,Kf8,-355,-308,0,endgame,False,False
377,67,34,White,5qk1/5p1p/p1n1pQpP/1p1pP1P1/1P1P2P1/r5N1/5RK1/8 w - - 2 34,Rd2,f2d2,f2c2,Rc2,308,-67,375,endgame,False,False
377,68,34,Black,5qk1/5p1p/p1n1pQpP/1p1pP1P1/1P1P2P1/r5N1/3R2K1/8 b - - 3 34,Nxb4,c6b4,c6b4,Nxb4,81,72,9,endgame,True,False
377,69,35,White,5qk1/5p1p/p3pQpP/1p1pP1P1/1n1P2P1/r5N1/3R2K1/8 w - - 0 35,Ne2,g3e2,g3e2,Ne2,-72,-58,0,endgame,False,False
377,70,35,Black,5qk1/5p1p/p3pQpP/1p1pP1P1/1n1P2P1/r7/3RN1K1/8 b - - 1 35,Rd3,a3d3,b4d3,Nd3,58,24,34,endgame,False,False
377,71,36,White,5qk1/5p1p/p3pQpP/1p1pP1P1/1n1P2P1/3r4/3RN1K1/8 w - - 2 36,Nf4,e2f4,d2b2,Rb2,-24,-463,439,endgame,False,False
377,72,36,Black,5qk1/5p1p/p3pQpP/1p1pP1P1/1n1P1NP1/3r4/3R2K1/8 b - - 3 36,Rxd2+,d3d2,d3d2,Rxd2+,463,444,19,endgame,True,False
377,73,37,White,5qk1/5p1p/p3pQpP/1p1pP1P1/1n1P1NP1/8/3r2K1/8 w - - 0 37,Kg3,g2g3,g2g1,Kg1,-460,-607,147,endgame,False,False
377,74,37,Black,5qk1/5p1p/p3pQpP/1p1pP1P1/1n1P1NP1/6K1/3r4/8 b - - 1 37,Rxd4,d2d4,b4c2,Nc2,708,365,343,endgame,True,False
377,75,38,White,5qk1/5p1p/p3pQpP/1p1pP1P1/1n1r1NP1/6K1/8/8 w - - 0 38,Nxe6,f4e6,f4h5,Nh5,-365,-461,96,endgame,True,False
377,76,38,Black,5qk1/5p1p/p3NQpP/1p1pP1P1/1n1r2P1/6K1/8/8 b - - 0 38,fxe6,f7e6,f7e6,fxe6,461,418,43,endgame,True,False
377,77,39,White,5qk1/7p/p3pQpP/1p1pP1P1/1n1r2P1/6K1/8/8 w - - 0 39,Qxe6+,f6e6,f6e6,Qxe6+,-418,-587,169,endgame,True,False
377,78,39,Black,5qk1/7p/p3Q1pP/1p1pP1P1/1n1r2P1/6K1/8/8 b - - 0 39,Qf7,f8f7,g8h8,Kh8,583,585,0,endgame,False,False
377,79,40,White,6k1/5q1p/p3Q1pP/1p1pP1P1/1n1r2P1/6K1/8/8 w - - 1 40,Qc8+,e6c8,e6c8,Qc8+,-585,-475,0,endgame,False,False
377,80,40,Black,2Q3k1/5q1p/p5pP/1p1pP1P1/1n1r2P1/6K1/8/8 b - - 2 40,Qf8,f7f8,f7f8,Qf8,475,475,0,endgame,False,False
377,81,41,White,2Q2qk1/7p/p5pP/1p1pP1P1/1n1r2P1/6K1/8/8 w - - 3 41,Qe6+,c8e6,c8e6,Qe6+,-475,-475,0,endgame,False,False
377,82,41,Black,5qk1/7p/p3Q1pP/1p1pP1P1/1n1r2P1/6K1/8/8 b - - 4 41,Kh8,g8h8,g8h8,Kh8,475,475,0,endgame,False,False
378,1,1,White,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4,e2e4,e2e4,e4,37,40,0,opening,False,False
378,2,1,Black,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e5,e7e5,c7c6,c6,-40,-41,1,opening,False,False
378,3,2,White,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d4,d2d4,g1f3,Nf3,41,5,36,opening,False,False
378,4,2,Black,rnbqkbnr/pppp1ppp/8/4p3/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,exd4,e5d4,e5d4,exd4,-5,8,0,opening,True,False
378,5,3,White,rnbqkbnr/pppp1ppp/8/8/3pP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,Qxd4,d1d4,g1f3,Nf3,-6,-14,8,opening,True,False
378,6,3,Black,rnbqkbnr/pppp1ppp/8/8/3QP3/8/PPP2PPP/RNB1KBNR b KQkq - 0 3,Nf6,g8f6,b8c6,Nc6,14,3,11,opening,False,False
378,7,4,White,rnbqkb1r/pppp1ppp/5n2/8/3QP3/8/PPP2PPP/RNB1KBNR w KQkq - 1 4,Bc4,f1c4,b1c3,Nc3,1,-59,60,opening,False,False
378,8,4,Black,rnbqkb1r/pppp1ppp/5n2/8/2BQP3/8/PPP2PPP/RNB1K1NR b KQkq - 2 4,Be7,f8e7,f8b4,Bb4+,59,-60,119,opening,False,False
378,9,5,White,rnbqk2r/ppppbppp/5n2/8/2BQP3/8/PPP2PPP/RNB1K1NR w KQkq - 3 5,Ne2,g1e2,e4e5,e5,75,-29,104,opening,False,False
378,10,5,Black,rnbqk2r/ppppbppp/5n2/8/2BQP3/8/PPP1NPPP/RNB1K2R b KQkq - 4 5,O-O,e8g8,b8c6,Nc6,29,13,16,opening,False,False
378,11,6,White,rnbq1rk1/ppppbppp/5n2/8/2BQP3/8/PPP1NPPP/RNB1K2R w KQ - 5 6,Ng3,e2g3,e1g1,O-O,-13,-25,12,opening,False,False
378,12,6,Black,rnbq1rk1/ppppbppp/5n2/8/2BQP3/6N1/PPP2PPP/RNB1K2R b KQ - 6 6,c5,c7c5,d7d5,d5,25,-42,67,opening,False,False
378,13,7,White,rnbq1rk1/pp1pbppp/5n2/2p5/2BQP3/6N1/PPP2PPP/RNB1K2R w KQ - 0 7,Qd1,d4d1,d4d1,Qd1,42,43,0,opening,False,False
378,14,7,Black,rnbq1rk1/pp1pbppp/5n2/2p5/2B1P3/6N1/PPP2PPP/RNBQK2R b KQ - 1 7,a6,a7a6,d7d6,d6,-43,-50,7,opening,False,False
378,15,8,White,rnbq1rk1/1p1pbppp/p4n2/2p5/2B1P3/6N1/PPP2PPP/RNBQK2R w KQ - 0 8,c3,c2c3,a2a4,a4,50,3,47,opening,False,False
378,16,8,Black,rnbq1rk1/1p1pbppp/p4n2/2p5/2B1P3/2P3N1/PP3PPP/RNBQK2R b KQ - 0 8,b5,b7b5,b8c6,Nc6,4,3,1,opening,False,False
378,17,9,White,rnbq1rk1/3pbppp/p4n2/1pp5/2B1P3/2P3N1/PP3PPP/RNBQK2R w KQ - 0 9,Be2,c4e2,c4d5,Bd5,-3,-5,2,opening,False,False
378,18,9,Black,rnbq1rk1/3pbppp/p4n2/1pp5/4P3/2P3N1/PP2BPPP/RNBQK2R b KQ - 1 9,d5,d7d5,d7d5,d5,5,-14,19,opening,False,False
378,19,10,White,rnbq1rk1/4bppp/p4n2/1ppp4/4P3/2P3N1/PP2BPPP/RNBQK2R w KQ - 0 10,e5,e4e5,e4d5,exd5,14,-9,23,opening,False,False
378,20,10,Black,rnbq1rk1/4bppp/p4n2/1pppP3/8/2P3N1/PP2BPPP/RNBQK2R b KQ - 0 10,Ne8,f6e8,f6e4,Ne4,9,22,0,opening,False,False
378,21,11,White,rnbqnrk1/4bppp/p7/1pppP3/8/2P3N1/PP2BPPP/RNBQK2R w KQ - 1 11,O-O,e1g1,e1g1,O-O,-23,-23,0,opening,False,False
378,22,11,Black,rnbqnrk1/4bppp/p7/1pppP3/8/2P3N1/PP2BPPP/RNBQ1RK1 b - - 2 11,Be6,c8e6,b8c6,Nc6,23,-19,42,opening,False,False
378,23,12,White,rn1qnrk1/4bppp/p3b3/1pppP3/8/2P3N1/PP2BPPP/RNBQ1RK1 w - - 3 12,Bf3,e2f3,f2f4,f4,2,-69,71,opening,False,False
378,24,12,Black,rn1qnrk1/4bppp/p3b3/1pppP3/8/2P2BN1/PP3PPP/RNBQ1RK1 b - - 4 12,Ra7,a8a7,b8c6,Nc6,71,19,52,middlegame,False,False
378,25,13,White,1n1qnrk1/r3bppp/p3b3/1pppP3/8/2P2BN1/PP3PPP/RNBQ1RK1 w - - 5 13,Qc2,d1c2,f3g4,Bg4,-17,-122,105,middlegame,False,False
378,26,13,Black,1n1qnrk1/r3bppp/p3b3/1pppP3/8/2P2BN1/PPQ2PPP/RNB2RK1 b - - 6 13,Rd7,a7d7,b8c6,Nc6,116,64,52,middlegame,False,False
378,27,14,White,1n1qnrk1/3rbppp/p3b3/1pppP3/8/2P2BN1/PPQ2PPP/RNB2RK1 w - - 7 14,h3,h2h3,g3f5,Nf5,-68,-150,82,middlegame,False,False
378,28,14,Black,1n1qnrk1/3rbppp/p3b3/1pppP3/8/2P2BNP/PPQ2PP1/RNB2RK1 b - - 0 14,d4,d5d4,d8c7,Qc7,134,9,125,middlegame,False,False
378,29,15,White,1n1qnrk1/3rbppp/p3b3/1pp1P3/3p4/2P2BNP/PPQ2PP1/RNB2RK1 w - - 0 15,cxd4,c3d4,c3d4,cxd4,-36,-42,6,middlegame,True,False
378,30,15,Black,1n1qnrk1/3rbppp/p3b3/1pp1P3/3P4/5BNP/PPQ2PP1/RNB2RK1 b - - 0 15,cxd4,c5d4,c5d4,cxd4,46,72,0,middlegame,True,False
378,31,16,White,1n1qnrk1/3rbppp/p3b3/1p2P3/3p4/5BNP/PPQ2PP1/RNB2RK1 w - - 0 16,Qd3,c2d3,c2e4,Qe4,-72,-252,180,middlegame,False,False
378,32,16,Black,1n1qnrk1/3rbppp/p3b3/1p2P3/3p4/3Q1BNP/PP3PP1/RNB2RK1 b - - 1 16,Bc4,e6c4,e6c4,Bc4,252,268,0,middlegame,False,False
378,33,17,White,1n1qnrk1/3rbppp/p7/1p2P3/2bp4/3Q1BNP/PP3PP1/RNB2RK1 w - - 2 17,Qd1,d3d1,d3e4,Qe4,-268,-338,70,middlegame,False,False
378,34,17,Black,1n1qnrk1/3rbppp/p7/1p2P3/2bp4/5BNP/PP3PP1/RNBQ1RK1 b - - 3 17,g6,g7g6,c4f1,Bxf1,338,-28,366,middlegame,False,False
378,35,18,White,1n1qnrk1/3rbp1p/p5p1/1p2P3/2bp4/5BNP/PP3PP1/RNBQ1RK1 w - - 0 18,Re1,f1e1,f1e1,Re1,39,11,28,middlegame,False,False
378,36,18,Black,1n1qnrk1/3rbp1p/p5p1/1p2P3/2bp4/5BNP/PP3PP1/RNBQR1K1 b - - 1 18,Ng7,e8g7,e7b4,Bb4,-24,-18,0,middlegame,False,False
378,37,19,White,1n1q1rk1/3rbpnp/p5p1/1p2P3/2bp4/5BNP/PP3PP1/RNBQR1K1 w - - 2 19,Bd2,c1d2,c1h6,Bh6,21,-64,85,middlegame,False,False
378,38,19,Black,1n1q1rk1/3rbpnp/p5p1/1p2P3/2bp4/5BNP/PP1B1PP1/RN1QR1K1 b - - 3 19,Bg5,e7g5,c4d5,Bd5,70,-83,153,middlegame,False,False
378,39,20,White,1n1q1rk1/3r1pnp/p5p1/1p2P1b1/2bp4/5BNP/PP1B1PP1/RN1QR1K1 w - - 4 20,Bxg5,d2g5,g3e4,Ne4,80,47,33,middlegame,True,False
378,40,20,Black,1n1q1rk1/3r1pnp/p5p1/1p2P1B1/2bp4/5BNP/PP3PP1/RN1QR1K1 b - - 0 20,Qxg5,d8g5,d8g5,Qxg5,-42,-49,7,middlegame,True,False
378,41,21,White,1n3rk1/3r1pnp/p5p1/1p2P1q1/2bp4/5BNP/PP3PP1/RN1QR1K1 w - - 0 21,Nd2,b1d2,b1d2,Nd2,48,69,0,middlegame,False,False
378,42,21,Black,1n3rk1/3r1pnp/p5p1/1p2P1q1/2bp4/5BNP/PP1N1PP1/R2QR1K1 b - - 1 21,Re8,f8e8,c4e6,Be6,-69,-636,567,middlegame,False,False
378,43,22,White,1n2r1k1/3r1pnp/p5p1/1p2P1q1/2bp4/5BNP/PP1N1PP1/R2QR1K1 w - - 2 22,Nxc4,d2c4,g3e4,Nge4,636,594,42,middlegame,True,False
378,44,22,Black,1n2r1k1/3r1pnp/p5p1/1p2P1q1/2Np4/5BNP/PP3PP1/R2QR1K1 b - - 0 22,bxc4,b5c4,b5c4,bxc4,-594,-635,41,middlegame,True,False
378,45,23,White,1n2r1k1/3r1pnp/p5p1/4P1q1/2pp4/5BNP/PP3PP1/R2QR1K1 w - - 0 23,Rc1,a1c1,g3e4,Ne4,548,64,484,middlegame,False,False
378,46,23,Black,1n2r1k1/3r1pnp/p5p1/4P1q1/2pp4/5BNP/PP3PP1/2RQR1K1 b - - 1 23,Rxe5,e8e5,e8e5,Rxe5,-141,-66,0,middlegame,True,False
378,47,24,White,1n4k1/3r1pnp/p5p1/4r1q1/2pp4/5BNP/PP3PP1/2RQR1K1 w - - 0 24,Rxe5,e1e5,c1c4,Rxc4,66,17,49,middlegame,True,False
378,48,24,Black,1n4k1/3r1pnp/p5p1/4R1q1/2pp4/5BNP/PP3PP1/2RQ2K1 b - - 0 24,Qxe5,g5e5,g5e5,Qxe5,-85,-34,0,endgame,True,False
378,49,25,White,1n4k1/3r1pnp/p5p1/4q3/2pp4/5BNP/PP3PP1/2RQ2K1 w - - 0 25,Rxc4,c1c4,d1e2,Qe2,23,2,21,endgame,True,False
378,50,25,Black,1n4k1/3r1pnp/p5p1/4q3/2Rp4/5BNP/PP3PP1/3Q2K1 b - - 0 25,d3,d4d3,d7d8,Rd8,-4,-306,302,endgame,False,False
378,51,26,White,1n4k1/3r1pnp/p5p1/4q3/2R5/3p1BNP/PP3PP1/3Q2K1 w - - 0 26,Rc8+,c4c8,c4c8,Rc8+,306,392,0,endgame,False,False
378,52,26,Black,1nR3k1/3r1pnp/p5p1/4q3/8/3p1BNP/PP3PP1/3Q2K1 b - - 1 26,Ne8,g7e8,g7e8,Ne8,-356,-407,51,endgame,False,False
378,53,27,White,1nR1n1k1/3r1p1p/p5p1/4q3/8/3p1BNP/PP3PP1/3Q2K1 w - - 2 27,Ne4,g3e4,d1b3,Qb3,407,205,202,endgame,False,False
378,54,27,Black,1nR1n1k1/3r1p1p/p5p1/4q3/4N3/3p1B1P/PP3PP1/3Q2K1 b - - 3 27,Kg7,g8g7,g8g7,Kg7,-205,-360,155,endgame,False,False
378,55,28,White,1nR1n3/3r1pkp/p5p1/4q3/4N3/3p1B1P/PP3PP1/3Q2K1 w - - 4 28,Qc1,d1c1,e4c5,Nc5,228,21,207,endgame,False,False
378,56,28,Black,1nR1n3/3r1pkp/p5p1/4q3/4N3/3p1B1P/PP3PP1/2Q3K1 b - - 5 28,Nf6,e8f6,d7c7,Rc7,-40,-270,230,endgame,False,False
378,57,29,White,1nR5/3r1pkp/p4np1/4q3/4N3/3p1B1P/PP3PP1/2Q3K1 w - - 6 29,Nd2,e4d2,c1c3,Qc3,270,40,230,endgame,False,False
378,58,29,Black,1nR5/3r1pkp/p4np1/4q3/8/3p1B1P/PP1N1PP1/2Q3K1 b - - 7 29,a5,a6a5,d7e7,Re7,-40,-182,142,endgame,False,False
378,59,30,White,1nR5/3r1pkp/5np1/p3q3/8/3p1B1P/PP1N1PP1/2Q3K1 w - - 0 30,a3,a2a3,d2c4,Nc4,162,29,133,endgame,False,False
378,60,30,Black,1nR5/3r1pkp/5np1/p3q3/8/P2p1B1P/1P1N1PP1/2Q3K1 b - - 0 30,Na6,b8a6,b8a6,Na6,-29,-37,8,endgame,False,False
378,61,31,White,2R5/3r1pkp/n4np1/p3q3/8/P2p1B1P/1P1N1PP1/2Q3K1 w - - 1 31,Rc6,c8c6,d2c4,Nc4,37,-8,45,endgame,False,False
378,62,31,Black,8/3r1pkp/n1R2np1/p3q3/8/P2p1B1P/1P1N1PP1/2Q3K1 b - - 2 31,Nb8,a6b8,a6c7,Nc7,13,-59,72,endgame,False,False
378,63,32,White,1n6/3r1pkp/2R2np1/p3q3/8/P2p1B1P/1P1N1PP1/2Q3K1 w - - 3 32,Rc5,c6c5,c6c5,Rc5,38,76,0,endgame,False,False
378,64,32,Black,1n6/3r1pkp/5np1/p1R1q3/8/P2p1B1P/1P1N1PP1/2Q3K1 b - - 4 32,Qd4,e5d4,e5e7,Qe7,-76,-98,22,endgame,False,False
378,65,33,White,1n6/3r1pkp/5np1/p1R5/3q4/P2p1B1P/1P1N1PP1/2Q3K1 w - - 5 33,Rxa5,c5a5,g1f1,Kf1,95,151,0,endgame,True,False
378,66,33,Black,1n6/3r1pkp/5np1/R7/3q4/P2p1B1P/1P1N1PP1/2Q3K1 b - - 0 33,Rd6,d7d6,d7e7,Re7,-151,-287,136,endgame,False,False
378,67,34,White,1n6/5pkp/3r1np1/R7/3q4/P2p1B1P/1P1N1PP1/2Q3K1 w - - 1 34,Rc5,a5c5,c1c5,Qc5,287,105,182,endgame,False,False
378,68,34,Black,1n6/5pkp/3r1np1/2R5/3q4/P2p1B1P/1P1N1PP1/2Q3K1 b - - 2 34,Nbd7,b8d7,b8d7,Nbd7,-111,-179,68,endgame,False,False
378,69,35,White,8/3n1pkp/3r1np1/2R5/3q4/P2p1B1P/1P1N1PP1/2Q3K1 w - - 3 35,Rc4,c5c4,c5c4,Rc4,165,176,0,endgame,False,False
378,70,35,Black,8/3n1pkp/3r1np1/8/2Rq4/P2p1B1P/1P1N1PP1/2Q3K1 b - - 4 35,Qe5,d4e5,d4e5,Qe5,-176,-176,0,endgame,False,False
378,71,36,White,8/3n1pkp/3r1np1/4q3/2R5/P2p1B1P/1P1N1PP1/2Q3K1 w - - 5 36,Rh4,c4h4,b2b4,b4,180,49,131,endgame,False,False
378,72,36,Black,8/3n1pkp/3r1np1/4q3/7R/P2p1B1P/1P1N1PP1/2Q3K1 b - - 6 36,Rb6,d6b6,e5e7,Qe7,-49,-404,355,endgame,False,False
378,73,37,White,8/3n1pkp/1r3np1/4q3/7R/P2p1B1P/1P1N1PP1/2Q3K1 w - - 7 37,Nc4,d2c4,d2c4,Nc4,404,404,0,endgame,False,False
378,74,37,Black,8/3n1pkp/1r3np1/4q3/2N4R/P2p1B1P/1P3PP1/2Q3K1 b - - 8 37,Qc5,e5c5,e5c7,Qc7,-404,-506,102,endgame,False,False
378,75,38,White,8/3n1pkp/1r3np1/2q5/2N4R/P2p1B1P/1P3PP1/2Q3K1 w - - 9 38,Qh6+,c1h6,c1h6,Qh6+,528,414,114,endgame,False,False
378,76,38,Black,8/3n1pkp/1r3npQ/2q5/2N4R/P2p1B1P/1P3PP1/6K1 b - - 10 38,Kg8,g7g8,g7g8,Kg8,-414,-536,122,endgame,False,False
378,77,39,White,6k1/3n1p1p/1r3npQ/2q5/2N4R/P2p1B1P/1P3PP1/6K1 w - - 11 39,Nxb6,c4b6,c4b6,Nxb6,536,544,0,endgame,True,False
378,78,39,Black,6k1/3n1p1p/1N3npQ/2q5/7R/P2p1B1P/1P3PP1/6K1 b - - 0 39,Qxb6,c5b6,d7b6,Nxb6,-571,-542,0,endgame,True,False
378,79,40,White,6k1/3n1p1p/1q3npQ/8/7R/P2p1B1P/1P3PP1/6K1 w - - 0 40,Qd2,h6d2,h6c1,Qc1,553,480,73,endgame,False,False
378,80,40,Black,6k1/3n1p1p/1q3np1/8/7R/P2p1B1P/1P1Q1PP1/6K1 b - - 1 40,Qd6,b6d6,g8g7,Kg7,-531,-535,4,endgame,False,False
378,81,41,White,6k1/3n1p1p/3q1np1/8/7R/P2p1B1P/1P1Q1PP1/6K1 w - - 2 41,Rb4,h4b4,d2b4,Qb4,603,482,121,endgame,False,False
378,82,41,Black,6k1/3n1p1p/3q1np1/8/1R6/P2p1B1P/1P1Q1PP1/6K1 b - - 3 41,Ne5,d7e5,h7h5,h5,-493,-496,3,endgame,False,False
378,83,42,White,6k1/5p1p/3q1np1/4n3/1R6/P2p1B1P/1P1Q1PP1/6K1 w - - 4 42,Bd1,f3d1,f3d1,Bd1,496,497,0,endgame,False,False
378,84,42,Black,6k1/5p1p/3q1np1/4n3/1R6/P2p3P/1P1Q1PP1/3B2K1 b - - 5 42,Kg7,g8g7,h7h5,h5,-499,-551,52,endgame,False,False
